userId,movieId,rating
170,191,3.5
151,238,5.0
241,28,5.0
299,298,5.0
37,242,5.0
257,62,5.0
196,272,4.0
28,446,5.0
71,103,4.0
292,458,5.0
235,74,4.0
367,93,5.0
250,171,4.5
91,161,4.5
3,232,3.5
390,397,3.0
392,82,4.5
391,400,2.5
315,223,4.5
207,220,5.0
197,3,2.0
103,375,4.0
8,457,4.0
272,98,1.5
3,321,5.0
116,356,5.0
160,67,3.0
258,302,4.0
34,422,2.0
149,234,5.0
306,269,4.0
352,69,4.0
251,184,5.0
85,486,5.0
207,10,3.5
373,68,3.5
12,302,4.5
64,188,5.0
20,193,5.0
131,395,4.5
25,305,5.0
339,56,4.5
11,25,5.0
214,228,4.0
281,130,4.0
79,106,5.0
323,5,4.0
339,52,4.5
139,319,4.5
71,215,5.0
54,262,5.0
61,145,3.0
55,255,3.5
103,399,3.5
268,499,3.5
361,210,4.0
21,281,4.5
107,353,5.0
170,121,1.0
344,46,5.0
294,343,4.5
47,400,4.5
371,371,3.0
132,330,3.5
152,136,4.0
52,417,3.0
21,437,4.0
347,161,4.0
60,49,5.0
24,5,5.0
340,332,3.0
184,458,4.0
319,138,5.0
48,191,5.0
94,59,4.0
234,140,5.0
354,436,4.0
216,333,5.0
86,58,3.0
372,31,5.0
82,54,4.0
303,248,5.0
348,225,3.0
195,399,4.0
15,442,5.0
373,499,5.0
248,472,4.5
211,226,2.0
134,336,4.0
361,445,5.0
393,381,4.5
290,115,5.0
343,448,4.0
268,353,5.0
49,222,4.5
128,247,4.0
347,329,4.0
286,457,5.0
28,6,4.5
81,259,5.0
254,446,3.0
385,252,4.0
170,497,3.5
260,115,4.5
194,207,5.0
41,236,4.0
294,230,2.5
256,229,4.0
255,382,4.5
53,207,4.0
286,282,1.0
47,406,4.5
317,327,4.0
261,288,3.5
344,234,5.0
187,423,2.0
115,433,4.0
287,393,4.5
243,367,4.5
367,232,3.0
389,338,3.5
175,182,5.0
150,281,4.5
360,55,2.0
85,253,3.0
368,381,5.0
55,131,4.5
97,62,5.0
202,111,4.0
98,367,4.0
388,213,2.0
325,429,4.5
64,396,5.0
235,338,4.5
259,69,5.0
3,272,5.0
284,479,4.0
300,248,5.0
400,472,5.0
355,297,3.0
66,54,4.0
308,311,5.0
259,452,4.0
312,469,5.0
128,141,4.0
176,497,4.0
69,71,4.0
359,454,5.0
154,432,5.0
161,365,5.0
284,324,3.5
108,320,5.0
352,177,5.0
68,364,4.5
92,258,4.5
327,166,5.0
390,181,4.5
299,293,5.0
364,214,4.5
274,147,5.0
217,414,1.0
55,13,4.0
28,344,2.0
137,385,5.0
147,350,3.5
32,354,5.0
105,386,4.5
184,417,4.0
316,445,4.5
288,443,3.5
332,288,4.0
262,402,5.0
357,148,5.0
25,475,4.0
214,490,5.0
351,161,5.0
28,7,5.0
104,318,5.0
227,425,3.5
325,361,5.0
189,387,4.5
379,309,3.5
372,494,3.0
230,91,5.0
39,96,5.0
377,264,3.0
21,220,3.5
136,67,3.0
131,3,4.0
364,480,3.0
79,476,4.0
27,397,5.0
316,432,4.5
252,405,4.5
184,38,5.0
163,270,3.5
95,267,2.5
259,82,4.0
275,207,2.5
114,453,3.5
170,170,4.0
112,487,5.0
272,244,5.0
386,333,1.0
343,178,4.0
329,315,5.0
125,491,2.0
165,196,5.0
59,198,3.5
371,145,1.5
265,421,5.0
264,412,4.5
250,23,4.0
334,99,4.0
43,486,2.5
396,276,4.5
321,34,3.5
323,397,3.5
351,218,5.0
106,276,5.0
380,397,4.0
37,383,5.0
13,236,5.0
20,45,2.5
92,407,3.5
37,295,5.0
133,209,4.0
323,208,4.0
9,200,4.5
274,4,4.5
317,33,5.0
300,24,5.0
38,184,5.0
55,149,5.0
155,311,2.5
392,475,4.0
203,421,4.5
243,81,4.5
70,383,4.0
280,152,5.0
74,153,4.5
374,332,4.0
6,284,5.0
73,64,2.0
294,306,4.0
281,485,2.5
108,384,5.0
372,177,3.5
331,436,4.5
83,95,3.5
130,100,3.0
344,410,4.5
28,436,5.0
282,237,4.5
38,149,4.5
129,51,3.5
298,250,5.0
183,66,4.5
121,52,3.5
36,461,3.0
249,231,4.0
338,157,5.0
79,290,4.5
162,491,4.0
3,161,3.5
114,365,5.0
224,142,5.0
69,348,5.0
246,237,4.0
397,157,4.5
56,90,4.5
42,431,3.5
72,457,4.5
135,376,5.0
40,373,2.5
10,435,4.5
16,417,4.5
208,394,4.5
19,283,3.5
277,242,4.5
77,188,4.0
396,302,5.0
149,69,4.0
262,47,4.0
258,6,4.5
315,351,3.0
264,72,4.0
92,290,5.0
338,447,5.0
377,375,4.0
184,21,3.5
250,119,2.0
190,120,2.0
106,266,5.0
185,199,4.0
233,452,2.0
333,166,3.0
267,325,5.0
380,135,4.5
292,90,4.0
194,188,4.5
40,265,3.5
115,265,4.0
177,250,5.0
310,4,4.5
72,226,3.0
40,264,4.5
109,77,3.0
186,309,5.0
61,339,3.5
170,369,3.0
346,246,4.0
303,83,4.5
211,12,3.5
66,294,4.5
69,323,4.5
294,76,2.0
133,473,3.0
208,307,5.0
327,10,5.0
373,339,5.0
44,111,4.0
242,445,4.0
113,426,4.0
74,407,4.5
393,94,4.5
262,136,3.0
352,176,5.0
306,303,2.5
194,198,3.0
9,104,4.5
259,351,4.0
77,311,2.5
244,462,4.5
20,450,5.0
258,386,3.0
247,338,3.0
309,277,5.0
397,348,4.5
268,216,4.0
23,358,4.5
118,481,5.0
394,196,4.0
380,465,5.0
357,295,3.0
69,131,4.0
120,466,5.0
146,307,5.0
210,132,3.0
364,381,5.0
296,268,3.0
4,193,4.5
353,412,4.0
186,55,3.0
334,300,3.5
275,217,4.5
314,142,5.0
204,387,3.5
283,402,4.5
92,190,4.5
248,130,5.0
296,177,5.0
204,377,3.0
338,61,5.0
229,401,5.0
83,52,3.5
206,403,4.0
282,315,5.0
362,27,3.0
326,3,5.0
75,242,5.0
223,46,2.0
114,190,2.5
20,371,4.0
206,315,4.5
147,365,5.0
30,485,5.0
90,328,4.5
6,104,5.0
266,147,3.5
307,262,4.5
119,315,3.0
19,185,3.5
1,500,3.0
142,400,4.0
343,203,4.0
103,266,1.0
361,36,5.0
282,146,5.0
287,469,4.5
178,494,5.0
116,311,5.0
233,477,4.0
3,134,3.0
260,55,4.5
258,151,4.0
60,412,4.5
132,449,4.5
295,129,5.0
194,289,4.0
125,388,4.0
398,235,5.0
301,442,1.5
60,133,2.5
325,404,5.0
347,360,3.5
162,212,5.0
265,275,1.0
135,128,3.5
205,345,5.0
176,39,4.5
92,244,4.0
112,458,4.5
94,485,5.0
98,256,5.0
121,377,3.5
136,106,3.5
128,429,4.5
80,399,3.0
41,347,5.0
253,315,1.0
278,491,2.0
247,191,4.5
253,460,5.0
295,445,3.5
94,392,5.0
144,204,3.5
296,66,2.0
217,245,5.0
17,258,4.0
352,398,3.0
62,358,4.5
162,353,1.0
346,108,4.0
52,167,4.0
133,96,4.5
122,138,4.0
314,176,4.0
256,218,3.5
359,386,4.0
206,144,4.0
293,68,5.0
352,118,5.0
370,139,5.0
285,222,5.0
101,75,5.0
379,77,4.0
5,91,4.0
69,458,5.0
265,274,5.0
250,154,3.5
291,25,4.0
354,84,2.0
131,244,5.0
50,231,5.0
134,185,4.0
286,478,5.0
177,11,4.0
180,445,5.0
311,102,4.5
333,333,4.5
400,146,4.0
345,262,4.5
378,229,5.0
196,315,3.5
324,490,3.0
86,328,5.0
173,216,4.5
293,208,5.0
37,41,3.0
117,161,4.0
150,364,3.5
331,203,3.5
228,400,5.0
186,383,4.5
231,212,3.0
12,65,5.0
339,129,5.0
359,384,2.5
86,204,3.0
33,480,5.0
281,28,1.5
204,269,5.0
43,54,3.5
80,44,4.5
200,159,3.5
378,146,4.0
65,68,4.5
88,15,2.0
183,441,5.0
244,240,5.0
277,479,3.5
228,70,5.0
358,277,3.0
306,234,4.5
326,450,4.5
269,328,4.5
159,466,4.0
277,117,5.0
227,158,4.0
134,80,4.0
1,268,5.0
70,177,3.5
274,5,5.0
252,485,5.0
154,5,5.0
150,306,3.5
4,281,4.0
211,452,4.5
203,128,3.0
378,331,4.0
194,113,3.5
217,321,3.5
392,410,5.0
356,351,3.5
333,381,4.5
138,212,3.0
36,94,3.0
57,327,4.0
232,140,5.0
252,97,4.0
78,26,5.0
12,96,5.0
145,138,3.0
225,373,1.0
47,78,1.0
112,176,4.0
256,191,4.0
17,170,2.5
385,488,3.0
137,398,4.0
279,241,3.0
129,419,4.0
7,63,5.0
366,128,4.0
227,127,5.0
18,102,4.0
395,49,4.5
107,243,4.0
160,480,4.0
323,373,2.0
282,267,3.0
247,327,4.0
185,455,2.0
342,112,5.0
121,325,4.0
8,86,5.0
300,62,4.0
125,5,5.0
298,402,5.0
353,306,3.0
395,46,3.5
256,47,5.0
174,477,5.0
389,321,2.0
183,331,3.0
275,406,3.0
250,120,4.0
286,404,4.5
178,413,5.0
376,99,1.5
194,184,5.0
129,461,2.0
362,225,4.5
278,357,4.5
291,96,4.5
166,375,4.0
307,469,5.0
83,36,4.5
231,152,5.0
278,188,4.0
398,327,4.5
376,95,5.0
318,439,4.0
318,123,4.0
33,338,5.0
199,98,4.5
255,393,4.5
314,145,4.0
329,165,3.0
268,338,2.5
67,92,5.0
104,55,4.5
51,17,4.5
199,337,4.5
320,360,4.5
26,188,3.5
368,37,1.0
107,336,4.5
41,240,5.0
32,185,4.5
213,421,4.0
363,30,5.0
137,271,2.0
37,428,4.0
111,492,4.5
52,372,3.5
198,98,3.0
337,128,4.5
92,286,5.0
213,383,3.0
327,296,4.0
235,360,4.5
54,86,5.0
282,206,4.5
337,81,4.5
308,227,5.0
162,282,5.0
167,433,4.0
392,325,4.0
372,166,4.5
289,280,3.5
393,282,5.0
131,185,5.0
230,492,4.0
372,18,5.0
306,9,4.5
155,4,4.0
114,110,5.0
12,396,5.0
354,422,3.5
284,262,4.5
293,80,2.5
236,183,3.0
136,188,5.0
128,120,3.5
154,48,4.5
292,470,3.5
40,371,4.0
248,89,4.5
354,360,4.5
49,305,4.5
20,375,5.0
196,41,5.0
395,172,4.0
223,214,5.0
62,446,5.0
383,335,5.0
6,325,5.0
196,28,4.0
22,164,4.5
77,168,4.5
114,79,2.0
375,202,5.0
386,305,4.5
47,114,4.0
202,76,3.0
43,244,4.5
26,281,4.0
44,205,4.5
397,358,3.0
70,247,4.5
250,203,4.5
101,288,4.5
377,269,3.5
37,137,5.0
166,351,5.0
46,58,4.5
217,188,4.0
165,177,4.5
13,395,4.0
180,316,5.0
227,320,3.0
23,474,5.0
103,351,4.0
388,373,5.0
58,379,2.0
318,475,3.0
148,8,4.0
57,157,4.0
12,170,3.5
276,109,3.5
268,385,3.5
248,319,5.0
73,356,5.0
10,193,4.5
340,270,2.0
88,31,3.5
357,317,3.5
239,336,5.0
35,199,4.5
340,437,5.0
185,443,3.0
150,445,5.0
198,119,5.0
261,364,3.0
162,249,5.0
273,46,3.0
257,495,4.0
365,12,2.0
272,157,4.0
202,382,3.0
178,351,4.0
321,155,3.5
257,142,5.0
321,132,5.0
16,484,4.5
144,116,3.0
202,337,3.0
374,196,4.5
348,314,5.0
352,117,4.0
294,79,4.0
160,466,4.5
230,278,3.0
335,71,4.5
351,410,3.5
71,159,5.0
269,466,3.0
395,75,4.5
290,470,3.0
35,286,4.5
369,61,3.0
75,373,1.5
164,451,5.0
211,156,4.0
327,478,5.0
78,399,3.0
68,95,1.5
314,316,3.5
291,314,3.5
119,119,5.0
184,41,5.0
245,69,4.5
310,241,5.0
192,95,5.0
252,243,3.0
99,116,1.5
392,497,1.0
139,487,4.0
381,344,5.0
388,105,2.5
225,444,4.5
353,167,5.0
127,219,4.0
22,312,5.0
195,369,4.0
314,481,5.0
305,275,4.5
361,403,2.0
56,232,4.0
22,450,5.0
266,276,4.0
377,21,4.5
265,392,4.5
26,98,4.0
204,453,4.0
147,237,3.0
151,314,5.0
354,265,5.0
238,425,4.5
47,370,4.5
93,399,4.5
357,280,3.0
212,166,4.0
92,233,4.5
365,459,3.5
233,47,3.5
355,333,5.0
84,368,5.0
47,59,5.0
325,186,2.5
363,197,5.0
262,314,5.0
194,282,4.0
394,88,5.0
290,447,4.5
77,84,5.0
92,394,5.0
215,158,4.0
394,493,4.0
321,93,3.0
68,492,3.5
319,392,3.5
235,255,5.0
279,414,1.0
253,122,3.5
338,244,4.0
227,41,4.5
4,126,5.0
143,318,4.5
107,26,3.0
29,335,4.0
75,438,2.0
296,430,4.5
170,472,2.5
56,214,5.0
83,345,3.5
339,355,5.0
294,404,4.5
234,384,4.5
19,48,5.0
166,189,5.0
35,389,4.0
282,34,4.0
69,63,5.0
141,169,4.5
269,108,5.0
314,30,3.0
374,323,4.5
45,248,5.0
310,479,5.0
362,148,4.0
163,133,4.5
320,182,5.0
315,289,4.5
374,324,4.5
93,453,4.5
363,149,5.0
1,61,1.5
321,408,3.0
107,410,4.5
213,212,2.0
180,287,5.0
109,6,4.5
354,145,3.5
35,158,4.0
282,166,5.0
59,352,4.0
203,371,4.5
15,427,3.0
170,427,4.0
345,246,5.0
19,331,3.0
80,322,4.0
275,459,4.0
212,476,5.0
267,154,4.5
348,162,4.5
10,107,4.5
170,410,5.0
182,34,5.0
144,431,1.5
193,321,4.5
85,293,4.5
96,305,3.0
385,158,5.0
162,364,1.5
212,45,4.5
122,191,4.0
155,111,4.5
90,58,4.0
20,399,3.5
48,228,4.5
248,464,4.5
98,175,5.0
376,448,4.5
398,168,3.0
51,421,5.0
265,347,5.0
106,371,2.0
199,366,5.0
60,3,4.0
23,352,5.0
45,171,4.0
24,53,4.5
338,382,4.0
296,389,4.0
108,165,3.5
147,142,4.5
396,226,4.5
140,77,3.0
59,8,5.0
287,264,3.0
278,180,4.5
139,73,5.0
146,294,3.5
37,160,4.5
174,277,4.0
67,15,4.0
346,26,3.0
28,45,4.0
92,361,4.5
304,323,5.0
359,229,4.5
160,171,5.0
366,389,4.5
274,41,5.0
387,392,4.0
68,48,5.0
358,240,3.0
159,351,4.5
393,239,4.0
115,74,5.0
316,133,5.0
201,94,5.0
341,170,5.0
167,233,4.5
34,244,3.0
246,237,5.0
145,394,4.0
295,66,4.5
208,419,5.0
55,167,4.5
37,406,4.0
237,206,4.5
123,318,3.5
82,499,4.0
34,175,3.5
356,303,4.0
223,291,5.0
279,356,3.5
340,343,2.5
365,294,5.0
59,304,4.5
167,285,3.0
228,91,4.0
208,36,4.5
351,417,4.5
195,168,4.5
339,32,2.5
72,455,4.5
387,326,5.0
388,76,4.5
232,273,4.0
316,296,4.0
106,349,5.0
154,292,5.0
348,156,5.0
223,368,5.0
177,46,4.5
314,262,4.0
66,437,4.0
190,462,4.5
28,1,5.0
184,57,5.0
16,121,4.0
303,202,4.5
365,196,4.0
223,280,3.5
89,244,3.0
285,197,5.0
185,431,4.0
148,447,4.5
69,6,2.5
9,74,5.0
250,337,4.0
70,44,3.0
213,441,4.0
357,310,5.0
320,93,4.0
218,283,5.0
197,182,3.5
218,310,1.0
256,434,5.0
365,257,3.5
280,296,4.0
20,291,4.0
189,58,4.5
354,41,3.0
375,270,5.0
385,399,3.5
265,41,4.5
313,46,3.5
323,380,4.5
343,40,5.0
277,409,4.5
314,28,5.0
274,399,1.0
233,263,5.0
294,376,4.0
181,492,5.0
151,149,3.0
356,473,4.5
156,373,5.0
134,32,4.5
297,87,4.5
337,150,5.0
320,14,3.5
43,65,4.5
143,130,3.0
144,141,5.0
8,380,3.0
90,466,4.5
78,338,4.0
90,134,5.0
121,249,3.0
271,442,2.0
44,496,3.0
79,429,4.5
212,395,4.0
339,226,5.0
86,108,4.5
177,28,4.5
387,420,3.0
86,238,4.0
155,244,5.0
386,473,4.5
195,350,5.0
243,135,3.0
223,7,3.5
230,196,5.0
272,350,5.0
50,470,4.5
182,490,5.0
313,471,4.5
140,172,3.5
51,131,4.5
201,237,5.0
384,124,5.0
302,395,3.5
173,347,5.0
93,161,4.5
345,5,5.0
7,211,3.0
54,351,4.0
113,372,3.5
99,18,1.5
48,30,5.0
337,458,5.0
307,327,3.0
62,45,5.0
67,193,4.5
332,290,5.0
95,459,3.0
95,130,4.0
339,480,2.5
233,473,5.0
394,219,5.0
342,395,5.0
132,83,5.0
142,398,2.0
199,171,5.0
133,490,5.0
92,226,2.5
103,313,4.0
331,252,3.0
277,394,4.0
315,330,3.0
227,367,3.5
18,38,2.5
373,129,5.0
10,460,4.5
335,328,1.0
20,341,4.0
78,359,4.0
201,295,1.0
363,482,5.0
245,224,4.0
373,400,5.0
36,277,3.5
197,489,5.0
400,247,3.0
275,479,5.0
171,350,4.0
29,324,5.0
332,47,4.0
175,42,5.0
390,393,3.5
104,91,4.5
197,339,3.0
357,200,5.0
323,353,4.0
44,454,4.5
377,98,3.0
99,13,5.0
304,123,4.5
33,406,4.5
158,256,4.5
231,495,5.0
19,174,2.0
370,22,4.0
109,414,4.5
268,235,5.0
275,77,5.0
120,474,2.5
377,73,4.5
10,242,5.0
317,24,3.5
333,67,1.0
324,26,5.0
50,234,4.5
303,33,5.0
55,59,4.5
316,113,2.0
104,219,4.0
378,348,4.0
62,500,5.0
280,71,4.0
110,392,2.0
89,172,2.0
141,73,5.0
87,357,4.0
85,225,3.5
298,21,3.0
324,314,4.0
81,9,5.0
42,4,1.0
46,362,4.5
146,214,5.0
396,244,5.0
106,74,4.5
268,231,4.0
90,313,5.0
306,93,5.0
314,487,2.5
155,179,4.0
286,121,3.0
272,49,4.5
390,277,4.5
238,395,4.5
107,142,2.0
58,408,3.0
243,255,3.0
344,473,2.0
331,187,3.5
223,129,4.0
389,233,2.0
380,27,5.0
91,81,5.0
249,264,3.0
121,370,4.0
297,167,4.0
383,347,5.0
118,399,3.0
117,51,3.5
212,446,3.5
113,38,4.0
249,28,5.0
75,111,5.0
233,92,4.0
70,235,5.0
324,184,5.0
104,172,3.0
355,292,2.0
70,57,5.0
235,215,3.0
176,113,5.0
310,81,5.0
327,488,4.5
88,296,5.0
118,45,4.0
268,251,5.0
111,303,4.0
237,143,1.0
220,377,5.0
127,168,4.0
114,457,5.0
77,468,4.5
3,214,5.0
21,241,5.0
259,18,4.0
202,246,5.0
357,421,3.0
254,124,2.5
386,7,5.0
209,487,3.5
184,152,3.5
47,9,4.0
157,83,5.0
293,383,4.5
233,238,5.0
361,208,3.0
190,321,4.0
325,1,5.0
37,198,5.0
171,272,2.0
219,386,3.5
314,278,4.5
107,404,5.0
318,451,4.0
29,264,5.0
346,187,5.0
57,197,4.0
317,21,4.0
90,332,4.5
35,288,5.0
105,71,5.0
123,277,3.0
245,378,5.0
298,447,5.0
108,386,5.0
116,165,4.0
137,258,5.0
142,28,2.0
177,232,4.5
270,425,3.0
364,273,5.0
273,461,4.0
318,189,5.0
355,415,5.0
34,97,5.0
235,45,2.5
92,148,5.0
40,56,3.0
58,357,3.0
78,448,3.5
322,12,4.0
350,278,5.0
243,178,4.0
378,331,1.5
97,33,1.5
119,428,5.0
331,172,4.0
176,336,4.5
168,249,4.5
357,272,5.0
228,235,4.0
68,460,5.0
88,405,3.5
248,191,5.0
395,433,2.0
181,146,4.0
86,317,5.0
365,275,3.5
90,430,5.0
342,407,3.0
122,60,2.0
163,295,3.0
134,190,3.0
288,363,2.0
163,177,3.0
230,277,5.0
274,155,3.0
13,208,5.0
394,75,5.0
164,80,1.0
379,280,5.0
170,332,5.0
243,459,3.5
387,294,4.5
290,374,5.0
227,174,5.0
375,246,5.0
72,348,4.5
158,13,4.0
113,229,4.0
168,29,4.5
100,299,4.5
393,143,3.5
43,276,5.0
347,344,5.0
